split,filename,original_label,visual_trend_label,slope
train,QQQ_228.png,Up,Down,0.3764
train,QQQ_229.png,Up,Up,-0.3674
train,QQQ_23.png,Up,Up,-0.2454
train,QQQ_231.png,Up,Down,0.2287
train,QQQ_232.png,Up,Down,0.4332
train,QQQ_234.png,Up,Down,0.168
train,QQQ_236.png,Up,Up,-0.3658
train,QQQ_24.png,Up,Up,-0.4248
train,QQQ_240.png,Up,Down,0.4598
train,QQQ_243.png,Up,Down,0.4858
train,QQQ_244.png,Up,Up,-0.1356
train,QQQ_246.png,Up,Down,0.2854
train,QQQ_248.png,Up,Up,-0.2416
train,QQQ_25.png,Up,Down,0.2555
train,QQQ_251.png,Up,Up,-0.4485
train,QQQ_252.png,Up,Up,-0.3824
train,QQQ_253.png,Up,Up,-0.4995
train,QQQ_254.png,Up,Up,-0.3147
train,QQQ_255.png,Up,Up,-0.0151
train,QQQ_256.png,Up,Up,-0.3209
train,QQQ_258.png,Up,Down,0.3995
train,QQQ_259.png,Up,Down,0.4759
train,QQQ_260.png,Up,Up,-0.5816
train,QQQ_261.png,Up,Up,-0.4225
train,QQQ_262.png,Up,Down,0.3024
train,QQQ_263.png,Up,Down,0.3419
train,QQQ_265.png,Up,Down,0.3755
train,QQQ_266.png,Up,Up,-0.5076
train,QQQ_267.png,Up,Down,0.4372
train,QQQ_269.png,Up,Down,0.3602
train,QQQ_27.png,Up,Down,0.3956
train,QQQ_270.png,Up,Up,-0.1524
train,QQQ_271.png,Up,Up,-0.6226
train,QQQ_274.png,Up,Down,0.0966
train,QQQ_275.png,Up,Up,-0.2194
train,QQQ_276.png,Up,Up,-0.6228
train,QQQ_277.png,Up,Up,-0.3616
train,QQQ_278.png,Up,Up,-0.395
train,QQQ_281.png,Up,Down,0.5357
train,QQQ_282.png,Up,Up,-0.0449
train,QQQ_284.png,Up,Down,0.5538
train,QQQ_285.png,Up,Up,-0.1597
train,QQQ_288.png,Up,Down,0.3205
train,QQQ_289.png,Up,Up,-0.565
train,QQQ_290.png,Up,Up,-0.4284
train,QQQ_291.png,Up,Up,-0.4223
train,QQQ_292.png,Up,Up,-0.4035
train,QQQ_294.png,Up,Up,-0.1206
train,QQQ_295.png,Up,Up,-0.5409
train,QQQ_296.png,Up,Up,-0.3415
train,QQQ_297.png,Up,Up,-0.5253
train,QQQ_298.png,Up,Down,0.1482
train,QQQ_299.png,Up,Up,-0.2998
train,QQQ_3.png,Up,Down,0.2535
train,QQQ_30.png,Up,Down,0.4216
train,QQQ_300.png,Up,Down,0.1098
train,QQQ_302.png,Up,Down,0.2262
train,QQQ_304.png,Up,Down,0.0637
train,QQQ_305.png,Up,Up,-0.0359
train,QQQ_308.png,Up,Down,0.4763
train,QQQ_309.png,Up,Up,-0.5032
train,QQQ_31.png,Up,Up,-0.393
train,QQQ_310.png,Up,Down,0.3019
train,QQQ_314.png,Up,Down,0.1936
train,QQQ_316.png,Up,Up,-0.1846
train,QQQ_319.png,Up,Down,0.4901
train,QQQ_321.png,Up,Down,0.3869
train,QQQ_322.png,Up,Up,-0.5303
train,QQQ_323.png,Up,Up,-0.5663
train,QQQ_324.png,Up,Up,-0.5467
train,QQQ_325.png,Up,Up,-0.4637
train,QQQ_326.png,Up,Up,-0.3142
train,QQQ_327.png,Up,Up,-0.6298
train,QQQ_33.png,Up,Up,-0.2739
train,QQQ_332.png,Up,Up,-0.1565
train,QQQ_333.png,Up,Up,-0.3869
train,QQQ_334.png,Up,Down,0.2562
train,QQQ_335.png,Up,Down,0.3507
train,QQQ_336.png,Up,Down,0.0531
train,QQQ_337.png,Up,Up,-0.5724
train,QQQ_339.png,Up,Up,-0.2589
train,QQQ_344.png,Up,Up,-0.0003
train,QQQ_347.png,Up,Up,-0.4616
train,QQQ_349.png,Up,Down,0.0156
train,QQQ_35.png,Up,Up,-0.1453
train,QQQ_350.png,Up,Up,-0.2075
train,QQQ_351.png,Up,Up,-0.4256
train,QQQ_352.png,Up,Down,0.1772
train,QQQ_353.png,Up,Up,-0.2197
train,QQQ_354.png,Up,Up,-0.0736
train,QQQ_355.png,Up,Up,-0.4643
train,QQQ_357.png,Up,Down,0.2094
train,QQQ_359.png,Up,Down,0.3986
train,QQQ_36.png,Up,Up,-0.4543
train,QQQ_361.png,Up,Down,0.2176
train,QQQ_364.png,Up,Up,-0.5881
train,QQQ_365.png,Up,Up,-0.4937
train,QQQ_366.png,Up,Down,0.0909
train,QQQ_367.png,Up,Up,-0.5702
train,QQQ_369.png,Up,Up,-0.2867
train,QQQ_371.png,Up,Down,0.2045
train,QQQ_372.png,Up,Up,-0.3196
train,QQQ_374.png,Up,Down,0.5355
train,QQQ_375.png,Up,Up,-0.6308
train,QQQ_379.png,Up,Down,0.5153
train,QQQ_38.png,Up,Down,0.2017
train,QQQ_381.png,Up,Up,-0.0778
train,QQQ_382.png,Up,Up,-0.6218
train,QQQ_383.png,Up,Up,-0.5502
train,QQQ_384.png,Up,Up,-0.3394
train,QQQ_385.png,Up,Up,-0.256
train,QQQ_387.png,Up,Down,0.5762
train,QQQ_388.png,Up,Up,-0.6768
train,QQQ_392.png,Up,Down,0.4784
train,QQQ_393.png,Up,Up,-0.5728
train,QQQ_394.png,Up,Up,-0.4711
train,QQQ_396.png,Up,Down,0.5402
train,QQQ_397.png,Up,Up,-0.2715
train,QQQ_398.png,Up,Down,0.1984
train,QQQ_399.png,Up,Up,-0.0601
train,QQQ_400.png,Up,Up,-0.4152
train,QQQ_402.png,Up,Down,0.6069
train,QQQ_404.png,Up,Up,-0.4319
train,QQQ_406.png,Up,Down,0.1962
train,QQQ_410.png,Up,Down,0.3934
train,QQQ_414.png,Up,Up,-0.1145
train,QQQ_416.png,Up,Down,0.3632
train,QQQ_417.png,Up,Up,-0.4177
train,QQQ_418.png,Up,Up,-0.7236
train,QQQ_419.png,Up,Down,0.4229
train,QQQ_420.png,Up,Up,-0.4274
train,QQQ_425.png,Up,Down,0.6475
train,QQQ_426.png,Up,Up,-0.3972
train,QQQ_427.png,Up,Up,-0.2006
train,QQQ_428.png,Up,Up,-0.2553
train,QQQ_429.png,Up,Up,-0.1147
train,QQQ_43.png,Up,Down,0.4336
train,QQQ_431.png,Up,Down,0.4402
train,QQQ_432.png,Up,Down,0.1613
train,QQQ_435.png,Up,Up,-0.1369
train,QQQ_436.png,Up,Up,-0.4681
train,QQQ_437.png,Up,Up,-0.5159
train,QQQ_439.png,Up,Down,0.3036
train,QQQ_440.png,Up,Down,0.2647
train,QQQ_441.png,Up,Up,-0.3082
train,QQQ_442.png,Up,Down,0.2468
train,QQQ_444.png,Up,Down,0.0533
train,QQQ_446.png,Up,Up,-0.0169
train,QQQ_448.png,Up,Up,-0.3307
train,QQQ_449.png,Up,Up,-0.3425
train,QQQ_45.png,Up,Down,0.1363
train,QQQ_450.png,Up,Up,-0.2105
train,QQQ_451.png,Up,Up,-0.6446
train,QQQ_452.png,Up,Up,-0.1921
train,QQQ_453.png,Up,Down,0.2645
train,QQQ_455.png,Up,Up,-0.1265
train,QQQ_456.png,Up,Up,-0.6355
train,QQQ_457.png,Up,Down,0.1114
train,QQQ_459.png,Up,Down,0.5437
train,QQQ_46.png,Up,Up,-0.2815
train,QQQ_460.png,Up,Down,0.3714
train,QQQ_461.png,Up,Up,-0.6503
train,QQQ_462.png,Up,Down,0.0548
train,QQQ_464.png,Up,Down,0.0917
train,QQQ_466.png,Up,Down,0.4224
train,QQQ_467.png,Up,Up,-0.592
train,QQQ_468.png,Up,Down,0.1075
train,QQQ_471.png,Up,Down,0.5539
train,QQQ_473.png,Up,Up,-0.5998
train,QQQ_476.png,Up,Up,-0.3609
train,QQQ_477.png,Up,Up,-0.0114
train,QQQ_479.png,Up,Down,0.3062
train,QQQ_481.png,Up,Down,0.0084
train,QQQ_482.png,Up,Up,-0.3386
train,QQQ_483.png,Up,Up,-0.3744
train,QQQ_485.png,Up,Down,0.5121
train,QQQ_486.png,Up,Up,-0.601
train,QQQ_487.png,Up,Down,0.0593
train,QQQ_489.png,Up,Up,-0.2897
train,QQQ_491.png,Up,Up,-0.0877
train,QQQ_495.png,Up,Down,0.5029
train,QQQ_497.png,Up,Down,0.425
train,QQQ_498.png,Up,Up,-0.3698
train,QQQ_5.png,Up,Down,0.2432
train,QQQ_50.png,Up,Down,0.4888
train,QQQ_501.png,Up,Up,-0.3968
train,QQQ_502.png,Up,Up,-0.3403
train,QQQ_52.png,Up,Up,-0.2762
train,QQQ_53.png,Up,Up,-0.2284
train,QQQ_54.png,Up,Down,0.1172
train,QQQ_57.png,Up,Down,0.2231
train,QQQ_58.png,Up,Down,0.2501
train,QQQ_59.png,Up,Down,0.1959
train,QQQ_6.png,Up,Up,-0.0687
train,QQQ_61.png,Up,Down,0.4396
train,QQQ_64.png,Up,Up,-0.4204
train,QQQ_66.png,Up,Up,-0.1655
train,QQQ_67.png,Up,Up,-0.386
train,QQQ_7.png,Up,Up,-0.2727
train,QQQ_71.png,Up,Down,0.4817
train,QQQ_73.png,Up,Down,0.0487
train,QQQ_74.png,Up,Up,-0.3337
train,QQQ_78.png,Up,Down,0.5766
train,QQQ_82.png,Up,Down,0.4274
train,QQQ_85.png,Up,Down,0.1991
train,QQQ_89.png,Up,Down,0.2699
train,QQQ_90.png,Up,Up,-0.6301
train,QQQ_92.png,Up,Up,-0.0373
train,QQQ_95.png,Up,Down,0.296
train,QQQ_98.png,Up,Down,0.1651
train,SPY_1.png,Up,Up,-0.0476
train,SPY_10.png,Up,Down,0.1075
train,SPY_100.png,Up,Up,-0.1539
train,SPY_101.png,Up,Up,-0.2885
train,SPY_103.png,Up,Down,0.4303
train,SPY_104.png,Up,Up,-0.1148
train,SPY_105.png,Up,Down,0.259
train,SPY_106.png,Up,Up,-0.4183
train,SPY_107.png,Up,Up,-0.6396
train,SPY_108.png,Up,Up,-0.3242
train,SPY_109.png,Up,Up,-0.0244
train,SPY_11.png,Up,Down,0.0316
train,SPY_110.png,Up,Down,0.3519
train,SPY_111.png,Up,Up,-0.4681
train,SPY_112.png,Up,Up,-0.2738
train,SPY_113.png,Up,Up,-0.6191
train,SPY_114.png,Up,Down,0.4106
train,SPY_115.png,Up,Down,0.2887
train,SPY_116.png,Up,Down,0.1173
train,SPY_117.png,Up,Down,0.0297
train,SPY_119.png,Up,Down,0.2622
train,SPY_12.png,Up,Up,-0.3422
train,SPY_120.png,Up,Up,-0.2493
train,SPY_121.png,Up,Up,-0.5216
train,SPY_122.png,Up,Up,-0.4289
train,SPY_123.png,Up,Down,0.2578
train,SPY_125.png,Up,Up,-0.3449
train,SPY_126.png,Up,Up,-0.6296
train,SPY_127.png,Up,Up,-0.4624
train,SPY_128.png,Up,Up,-0.2335
train,SPY_129.png,Up,Down,0.4853
train,SPY_13.png,Up,Up,-0.3947
train,SPY_130.png,Up,Up,-0.3561
train,SPY_132.png,Up,Up,-0.0043
train,SPY_133.png,Up,Down,0.394
train,SPY_134.png,Up,Down,0.4362
train,SPY_135.png,Up,Down,0.1829
train,SPY_136.png,Up,Up,-0.5566
train,SPY_138.png,Up,Down,0.3176
train,SPY_139.png,Up,Down,0.3418
train,SPY_140.png,Up,Down,0.5363
train,SPY_141.png,Up,Down,0.0735
train,SPY_143.png,Up,Down,0.4396
train,SPY_144.png,Up,Up,-0.643
train,SPY_146.png,Up,Up,-0.2679
train,SPY_148.png,Up,Up,-0.053
train,SPY_149.png,Up,Up,-0.0406
train,SPY_15.png,Up,Up,-0.0612
train,SPY_150.png,Up,Down,0.2288
train,SPY_151.png,Up,Down,0.002
train,SPY_152.png,Up,Up,-0.4703
train,SPY_153.png,Up,Down,0.145
train,SPY_155.png,Up,Up,-0.2646
train,SPY_156.png,Up,Down,0.086
train,SPY_157.png,Up,Down,0.0891
train,SPY_159.png,Up,Down,0.5874
train,SPY_16.png,Up,Up,-0.2775
train,SPY_160.png,Up,Down,0.067
train,SPY_161.png,Up,Down,0.1125
train,SPY_162.png,Up,Down,0.4748
train,SPY_164.png,Up,Down,0.4398
train,SPY_167.png,Up,Down,0.4299
train,SPY_169.png,Up,Down,0.4468
train,SPY_17.png,Up,Up,-0.5048
train,SPY_170.png,Up,Up,-0.6261
train,SPY_171.png,Up,Up,-0.0598
train,SPY_172.png,Up,Up,-0.5556
train,SPY_173.png,Up,Down,0.06
train,SPY_174.png,Up,Up,-0.4774
train,SPY_175.png,Up,Up,-0.3288
train,SPY_176.png,Up,Down,0.4916
train,SPY_178.png,Up,Down,0.5483
train,SPY_179.png,Up,Down,0.1512
train,SPY_181.png,Up,Down,0.2817
train,SPY_182.png,Up,Down,0.355
train,SPY_183.png,Up,Down,0.4105
train,SPY_184.png,Up,Down,0.4002
train,SPY_185.png,Up,Up,-0.4811
train,SPY_186.png,Up,Down,0.0597
train,SPY_187.png,Up,Up,-0.2507
train,SPY_189.png,Up,Down,0.0385
train,SPY_19.png,Up,Down,0.3217
train,SPY_190.png,Up,Up,-0.3727
train,SPY_191.png,Up,Up,-0.425
train,SPY_194.png,Up,Down,0.5035
train,SPY_195.png,Up,Up,-0.2032
train,SPY_196.png,Up,Up,-0.3701
train,SPY_197.png,Up,Down,0.3958
train,SPY_198.png,Up,Up,-0.486
train,SPY_199.png,Up,Down,0.3121
train,SPY_2.png,Up,Up,-0.6677
train,SPY_20.png,Up,Down,0.2153
train,SPY_200.png,Up,Down,0.0517
train,SPY_201.png,Up,Up,-0.4537
train,SPY_205.png,Up,Down,0.2494
train,SPY_206.png,Up,Down,0.0985
train,SPY_207.png,Up,Up,-0.4596
train,SPY_208.png,Up,Up,-0.1894
train,SPY_209.png,Up,Up,-0.2957
train,SPY_21.png,Up,Up,-0.4645
train,SPY_210.png,Up,Up,-0.3267
train,SPY_211.png,Up,Up,-0.5779
train,SPY_212.png,Up,Down,0.0536
train,SPY_213.png,Up,Down,0.4289
train,SPY_215.png,Up,Down,0.3451
train,SPY_216.png,Up,Up,-0.0239
train,SPY_217.png,Up,Down,0.563
train,SPY_218.png,Up,Up,-0.512
train,SPY_219.png,Up,Up,-0.1951
train,SPY_22.png,Up,Up,-0.4538
train,SPY_220.png,Up,Down,0.1827
train,SPY_221.png,Up,Up,-0.5471
train,SPY_222.png,Up,Down,0.25
train,SPY_223.png,Up,Down,0.4203
train,SPY_224.png,Up,Up,-0.1856
train,SPY_225.png,Up,Down,0.4359
train,SPY_226.png,Up,Up,-0.5889
train,SPY_228.png,Up,Up,-0.2819
train,SPY_231.png,Up,Down,0.3725
train,SPY_232.png,Up,Up,-0.4473
train,SPY_233.png,Up,Down,0.1567
train,SPY_235.png,Up,Down,0.5059
train,SPY_236.png,Up,Up,-0.5933
train,SPY_238.png,Up,Down,0.5693
train,SPY_239.png,Up,Up,-0.0557
train,SPY_24.png,Up,Down,0.103
train,SPY_240.png,Up,Down,0.3973
train,SPY_241.png,Up,Down,0.5977
train,SPY_242.png,Up,Down,0.3533
train,SPY_243.png,Up,Up,-0.4656
train,SPY_244.png,Up,Up,-0.5436
train,SPY_245.png,Up,Up,-0.071
train,SPY_246.png,Up,Down,0.2435
train,SPY_247.png,Up,Up,-0.5319
train,SPY_248.png,Up,Down,0.4242
train,SPY_249.png,Up,Down,0.4024
train,SPY_25.png,Up,Up,-0.0994
train,SPY_250.png,Up,Up,-0.3755
train,SPY_252.png,Up,Down,0.4214
train,SPY_253.png,Up,Up,-0.0338
train,SPY_254.png,Up,Down,0.3535
train,SPY_255.png,Up,Up,-0.2302
train,SPY_256.png,Up,Up,-0.248
train,SPY_257.png,Up,Up,-0.4803
train,SPY_258.png,Up,Up,-0.3346
train,SPY_259.png,Up,Down,0.3523
train,SPY_26.png,Up,Up,-0.4868
train,SPY_260.png,Up,Up,-0.4147
train,SPY_261.png,Up,Up,-0.5225
train,SPY_262.png,Up,Up,-0.0822
train,SPY_263.png,Up,Down,0.3005
train,SPY_264.png,Up,Down,0.2217
train,SPY_265.png,Up,Up,-0.3125
train,SPY_266.png,Up,Down,0.1055
train,SPY_268.png,Up,Down,0.5073
train,SPY_27.png,Up,Down,0.136
train,SPY_270.png,Up,Down,0.1549
train,SPY_271.png,Up,Down,0.3004
train,SPY_272.png,Up,Up,-0.0101
train,SPY_273.png,Up,Up,-0.0648
train,SPY_274.png,Up,Up,-0.5001
train,SPY_275.png,Up,Up,-0.4679
train,SPY_276.png,Up,Down,0.319
train,SPY_277.png,Up,Up,-0.1534
train,SPY_278.png,Up,Down,0.2528
train,SPY_279.png,Up,Down,0.1068
train,SPY_280.png,Up,Down,0.3886
train,SPY_282.png,Up,Down,0.2978
train,SPY_283.png,Up,Down,0.0087
train,SPY_284.png,Up,Down,0.0691
train,SPY_285.png,Up,Up,-0.5246
train,SPY_286.png,Up,Down,0.2834
train,SPY_287.png,Up,Down,0.1667
train,SPY_288.png,Up,Down,0.0425
train,SPY_29.png,Up,Down,0.0228
train,SPY_290.png,Up,Down,0.2042
train,SPY_291.png,Up,Up,-0.3796
train,SPY_293.png,Up,Down,0.5158
train,SPY_294.png,Up,Up,-0.3686
train,SPY_295.png,Up,Down,0.0296
train,SPY_296.png,Up,Up,-0.6905
train,SPY_297.png,Up,Down,0.0042
train,SPY_298.png,Up,Up,-0.134
train,SPY_299.png,Up,Up,-0.184
train,SPY_30.png,Up,Down,0.3838
train,SPY_300.png,Up,Up,-0.3597
train,SPY_301.png,Up,Down,0.3063
train,SPY_302.png,Up,Up,-0.5938
train,SPY_303.png,Up,Up,-0.0359
train,SPY_304.png,Up,Up,-0.271
train,SPY_305.png,Up,Down,0.5043
train,SPY_306.png,Up,Up,-0.0831
train,SPY_307.png,Up,Down,0.6251
train,SPY_308.png,Up,Up,-0.5017
train,SPY_309.png,Up,Down,0.0478
train,SPY_310.png,Up,Up,-0.2971
train,SPY_311.png,Up,Up,-0.4908
train,SPY_312.png,Up,Down,0.5014
train,SPY_313.png,Up,Up,-0.5494
train,SPY_314.png,Up,Up,-0.3935
train,SPY_316.png,Up,Down,0.4079
train,SPY_317.png,Up,Down,0.2407
train,SPY_318.png,Up,Down,0.5045
train,SPY_319.png,Up,Down,0.4318
train,SPY_32.png,Up,Up,-0.3251
train,SPY_320.png,Up,Up,-0.1424
train,SPY_321.png,Up,Up,-0.547
train,SPY_322.png,Up,Up,-0.5223
train,SPY_323.png,Up,Up,-0.0963
train,SPY_324.png,Up,Down,0.4638
train,SPY_325.png,Up,Up,-0.0617
train,SPY_326.png,Up,Down,0.2229
train,SPY_327.png,Up,Up,-0.2124
train,SPY_328.png,Up,Up,-0.5172
train,SPY_329.png,Up,Down,0.0866
train,SPY_33.png,Up,Down,0.2527
train,SPY_331.png,Up,Down,0.068
train,SPY_332.png,Up,Up,-0.2121
train,SPY_333.png,Up,Down,0.0093
train,SPY_334.png,Up,Up,-0.385
train,SPY_336.png,Up,Down,0.573
train,SPY_337.png,Up,Down,0.0907
train,SPY_338.png,Up,Down,0.2282
train,SPY_339.png,Up,Up,-0.4757
train,SPY_340.png,Up,Down,0.0343
train,SPY_341.png,Up,Up,-0.4805
train,SPY_342.png,Up,Up,-0.1212
train,SPY_343.png,Up,Up,-0.2615
train,SPY_344.png,Up,Up,-0.3575
train,SPY_345.png,Up,Up,-0.4784
train,SPY_346.png,Up,Down,0.1516
train,SPY_347.png,Up,Down,0.321
train,SPY_348.png,Up,Down,0.0191
train,SPY_349.png,Up,Down,0.4608
train,SPY_35.png,Up,Down,0.3901
train,SPY_350.png,Up,Down,0.0508
train,SPY_351.png,Up,Down,0.0464
train,SPY_353.png,Up,Down,0.5295
train,SPY_354.png,Up,Down,0.7083
train,SPY_355.png,Up,Down,0.1271
train,SPY_356.png,Up,Up,-0.0413
train,SPY_357.png,Up,Up,-0.4789
train,SPY_358.png,Up,Up,-0.4337
train,SPY_359.png,Up,Up,-0.1149
train,SPY_36.png,Up,Down,0.3161
train,SPY_360.png,Up,Up,-0.4284
train,SPY_361.png,Up,Down,0.3548
train,SPY_362.png,Up,Down,0.5384
train,SPY_363.png,Up,Up,-0.2506
train,SPY_365.png,Up,Down,0.0176
train,SPY_366.png,Up,Up,-0.6183
train,SPY_367.png,Up,Up,-0.1163
train,SPY_368.png,Up,Up,-0.5097
train,SPY_369.png,Up,Up,-0.4395
train,SPY_370.png,Up,Down,0.3187
train,SPY_371.png,Up,Up,-0.0254
train,SPY_373.png,Up,Up,-0.3826
train,SPY_374.png,Up,Down,0.1062
train,SPY_375.png,Up,Up,-0.1981
train,SPY_376.png,Up,Up,-0.1266
train,SPY_377.png,Up,Up,-0.4027
train,SPY_378.png,Up,Down,0.2071
train,SPY_38.png,Up,Up,-0.0814
train,SPY_380.png,Up,Down,0.2316
train,SPY_381.png,Up,Up,-0.2153
train,SPY_382.png,Up,Down,0.2977
train,SPY_383.png,Up,Up,-0.4377
train,SPY_384.png,Up,Up,-0.0009
train,SPY_388.png,Up,Up,-0.0125
train,SPY_389.png,Up,Up,-0.3104
train,SPY_39.png,Up,Down,0.0586
train,SPY_391.png,Up,Down,0.0652
train,SPY_392.png,Up,Down,0.0674
train,SPY_393.png,Up,Down,0.3835
train,SPY_394.png,Up,Up,-0.6099
train,SPY_395.png,Up,Up,-0.4251
train,SPY_396.png,Up,Up,-0.3536
train,SPY_397.png,Up,Up,-0.2942
train,SPY_398.png,Up,Up,-0.2934
train,SPY_399.png,Up,Down,0.5374
train,SPY_40.png,Up,Up,-0.2266
train,SPY_400.png,Up,Down,0.4261
train,SPY_401.png,Up,Up,-0.5091
train,SPY_402.png,Up,Up,-0.4154
train,SPY_404.png,Up,Up,-0.0504
train,SPY_405.png,Up,Down,0.0074
train,SPY_406.png,Up,Up,-0.5224
train,SPY_407.png,Up,Up,-0.3711
train,SPY_408.png,Up,Up,-0.0105
train,SPY_410.png,Up,Down,0.1333
train,SPY_412.png,Up,Down,0.4671
train,SPY_413.png,Up,Down,0.0763
train,SPY_414.png,Up,Up,-0.6858
train,SPY_416.png,Up,Down,0.2613
train,SPY_417.png,Up,Up,-0.2371
train,SPY_418.png,Up,Up,-0.1016
train,SPY_419.png,Up,Down,0.2643
train,SPY_42.png,Up,Down,0.248
train,SPY_421.png,Up,Down,0.4002
train,SPY_422.png,Up,Up,-0.5089
train,SPY_423.png,Up,Up,-0.4756
train,SPY_425.png,Up,Up,-0.1324
train,SPY_426.png,Up,Up,-0.4278
train,SPY_427.png,Up,Down,0.6164
train,SPY_428.png,Up,Down,0.3417
train,SPY_429.png,Up,Up,-0.535
train,SPY_43.png,Up,Down,0.3561
train,SPY_430.png,Up,Up,-0.5244
train,SPY_431.png,Up,Up,-0.355
train,SPY_432.png,Up,Up,-0.4218
train,SPY_433.png,Up,Up,-0.0815
train,SPY_434.png,Up,Down,0.2338
train,SPY_435.png,Up,Down,0.3057
train,SPY_436.png,Up,Up,-0.1958
train,SPY_438.png,Up,Down,0.5701
train,SPY_439.png,Up,Up,-0.3693
train,SPY_44.png,Up,Up,-0.4508
train,SPY_440.png,Up,Up,-0.3969
train,SPY_442.png,Up,Down,0.4846
train,SPY_443.png,Up,Up,-0.5084
train,SPY_444.png,Up,Up,-0.4093
train,SPY_446.png,Up,Up,-0.1843
train,SPY_447.png,Up,Down,0.2352
train,SPY_448.png,Up,Down,0.3693
train,SPY_449.png,Up,Up,-0.5862
train,SPY_45.png,Up,Down,0.3109
train,SPY_450.png,Up,Up,-0.5447
train,SPY_451.png,Up,Up,-0.5311
train,SPY_452.png,Up,Down,0.1578
train,SPY_453.png,Up,Up,-0.3774
train,SPY_455.png,Up,Up,-0.446
train,SPY_456.png,Up,Down,0.3798
train,SPY_458.png,Up,Down,0.458
train,SPY_459.png,Up,Up,-0.5099
train,SPY_46.png,Up,Up,-0.0589
train,SPY_460.png,Up,Down,0.1832
train,SPY_461.png,Up,Up,-0.5985
train,SPY_462.png,Up,Down,0.4032
train,SPY_463.png,Up,Up,-0.2975
train,SPY_464.png,Up,Down,0.1779
train,SPY_465.png,Up,Up,-0.3853
train,SPY_467.png,Up,Down,0.3112
train,SPY_468.png,Up,Down,0.1552
train,SPY_469.png,Up,Down,0.29
train,SPY_47.png,Up,Up,-0.5227
train,SPY_470.png,Up,Down,0.1438
train,SPY_471.png,Up,Up,-0.4026
train,SPY_472.png,Up,Down,0.0266
train,SPY_473.png,Up,Up,-0.5525
train,SPY_474.png,Up,Up,-0.0185
